Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	MicroRNAs in cancer	16/299	9.183970e-01	9.999950e-01	0	0	7.251032e-01	6.172480e-02	PDGFRA;MAP2K1;PRKCB;PRKCA;EGFR;GLS;FOXP1;ZEB2;RPS6KA5;ZEB1;MMP16;STMN1;BCL2;TNR;ZFPM2;FGFR3
KEGG_2019_Human	Epstein-Barr virus infection	10/201	9.205081e-01	9.999950e-01	0	0	6.720303e-01	5.566392e-02	LYN;MAPK10;ENTPD1;ENTPD3;SYK;HLA-B;BCL2;BLNK;B2M;HLA-E
KEGG_2019_Human	Viral carcinogenesis	10/201	9.205081e-01	9.999950e-01	0	0	6.720303e-01	5.566392e-02	LYN;KAT2B;SP100;DLG1;SYK;ACTN1;HLA-B;HDAC9;HLA-E;CREB5
KEGG_2019_Human	SNARE interactions in vesicular transport	1/34	9.214951e-01	9.999950e-01	0	0	3.898569e-01	3.187386e-02	STX1A
KEGG_2019_Human	mTOR signaling pathway	7/152	9.276896e-01	9.999950e-01	0	0	6.199105e-01	4.652928e-02	MAP2K1;PRKCB;RPS6KA2;PRKCA;IGF1;SGK1;RNF152
KEGG_2019_Human	Complement and coagulation cascades	3/79	9.304716e-01	9.999950e-01	0	0	5.073659e-01	3.656268e-02	PROS1;A2M;CLU
KEGG_2019_Human	Starch and sucrose metabolism	1/36	9.324180e-01	9.999950e-01	0	0	3.675397e-01	2.571826e-02	GBE1
KEGG_2019_Human	Arachidonic acid metabolism	2/63	9.472522e-01	9.999950e-01	0	0	4.214675e-01	2.283931e-02	TBXAS1;PTGDS
KEGG_2019_Human	Necroptosis	7/162	9.518662e-01	9.999950e-01	0	0	5.796014e-01	2.859223e-02	MAPK10;CAMK2D;CAMK2A;BCL2;CFLAR;GLUL;CAMK2G
KEGG_2019_Human	Salmonella infection	3/86	9.524608e-01	9.999950e-01	0	0	4.644000e-01	2.261924e-02	MAPK10;ROCK2;WASF1
KEGG_2019_Human	Mitophagy	2/65	9.534000e-01	9.999950e-01	0	0	4.080435e-01	1.947214e-02	MAPK10;MITF
KEGG_2019_Human	Fat digestion and absorption	1/41	9.535336e-01	9.999950e-01	0	0	3.215104e-01	1.529767e-02	CD36
KEGG_2019_Human	Homologous recombination	1/41	9.535336e-01	9.999950e-01	0	0	3.215104e-01	1.529767e-02	RAD51B
KEGG_2019_Human	Protein processing in endoplasmic reticulum	7/165	9.575517e-01	9.999950e-01	0	0	5.685036e-01	2.465915e-02	MAPK10;BCL2;STT3B;SEC24D;CRYAB;MAP3K5;HSPA1A
KEGG_2019_Human	Breast cancer	6/147	9.583624e-01	9.999950e-01	0	0	5.461635e-01	2.322795e-02	MAP2K1;KIT;LEF1;IGF1;EGFR;FGFR1
KEGG_2019_Human	Glycolysis / Gluconeogenesis	2/68	9.613532e-01	9.999950e-01	0	0	3.894329e-01	1.534887e-02	ACSS1;PFKP
KEGG_2019_Human	Renal cell carcinoma	2/69	9.637019e-01	9.999950e-01	0	0	3.835997e-01	1.418295e-02	MAP2K1;GAB1
KEGG_2019_Human	ABC transporters	1/45	9.655684e-01	9.999950e-01	0	0	2.922191e-01	1.023887e-02	ABCA8
KEGG_2019_Human	Prolactin signaling pathway	2/70	9.659130e-01	9.999950e-01	0	0	3.779381e-01	1.310748e-02	MAPK10;MAP2K1
KEGG_2019_Human	Phagosome	6/152	9.667459e-01	9.999950e-01	0	0	5.273161e-01	1.783361e-02	TUBA1B;LAMP2;HLA-B;CD36;NOS1;HLA-E
KEGG_2019_Human	p53 signaling pathway	2/72	9.699527e-01	9.999950e-01	0	0	3.671002e-01	1.119949e-02	BCL2;IGF1
KEGG_2019_Human	Cysteine and methionine metabolism	1/47	9.703614e-01	9.999950e-01	0	0	2.794837e-01	8.408730e-03	AHCYL2
KEGG_2019_Human	Malaria	1/49	9.744876e-01	9.999950e-01	0	0	2.678096e-01	6.921129e-03	CD36
KEGG_2019_Human	NOD-like receptor signaling pathway	7/178	9.758112e-01	9.999950e-01	0	0	5.249129e-01	1.285311e-02	MAPK10;P2RX7;PLCB4;IFI16;BCL2;ITPR2;PLCB1
KEGG_2019_Human	Fanconi anemia pathway	1/54	9.824628e-01	9.999950e-01	0	0	2.424790e-01	4.290140e-03	REV3L
KEGG_2019_Human	Toll-like receptor signaling pathway	3/104	9.828533e-01	9.999950e-01	0	0	3.812639e-01	6.594130e-03	MAPK10;MAP2K1;SPP1
KEGG_2019_Human	Legionellosis	1/55	9.837296e-01	9.999950e-01	0	0	2.379758e-01	3.903813e-03	HSPA1A
KEGG_2019_Human	Hepatitis C	5/155	9.890185e-01	9.999950e-01	0	0	4.273213e-01	4.718606e-03	CLDN11;MAP2K1;PPP2R2B;CFLAR;EGFR
KEGG_2019_Human	mRNA surveillance pathway	2/91	9.911605e-01	9.999950e-01	0	0	2.884338e-01	2.560955e-03	PPP2R2B;MSI2
KEGG_2019_Human	IL-17 signaling pathway	2/93	9.922462e-01	9.999950e-01	0	0	2.820640e-01	2.195603e-03	MAPK10;MAPK4
KEGG_2019_Human	Parkinson disease	4/142	9.930197e-01	9.999950e-01	0	0	3.715672e-01	2.602752e-03	GNAL;GPR37;LRRK2;SNCA
KEGG_2019_Human	RIG-I-like receptor signaling pathway	1/70	9.947175e-01	9.999950e-01	0	0	1.860910e-01	9.856250e-04	MAPK10
KEGG_2019_Human	Cell cycle	3/124	9.947743e-01	9.999950e-01	0	0	3.179002e-01	1.665595e-03	SMAD3;TFDP2;CDC14A
KEGG_2019_Human	Influenza A	5/171	9.952724e-01	9.999950e-01	0	0	3.857981e-01	1.828241e-03	MAPK10;MAP2K1;PRKCB;PRKCA;HSPA1A
KEGG_2019_Human	Leishmaniasis	1/74	9.960868e-01	9.999950e-01	0	0	1.758562e-01	6.895047e-04	PRKCB
KEGG_2019_Human	Pertussis	1/76	9.966320e-01	9.999950e-01	0	0	1.711481e-01	5.774031e-04	MAPK10
KEGG_2019_Human	Systemic lupus erythematosus	3/133	9.969832e-01	9.999950e-01	0	0	2.957473e-01	8.935465e-04	GRIN2A;ACTN1;GRIN2B
KEGG_2019_Human	RNA degradation	1/79	9.973107e-01	9.999950e-01	0	0	1.645388e-01	4.430985e-04	PFKP
KEGG_2019_Human	Ubiquitin mediated proteolysis	3/137	9.976426e-01	9.999950e-01	0	0	2.868567e-01	6.770308e-04	HERC1;UBE2E3;WWP1
KEGG_2019_Human	JAK-STAT signaling pathway	4/162	9.977714e-01	9.999950e-01	0	0	3.241810e-01	7.232748e-04	GHR;PDGFRA;BCL2;EGFR
KEGG_2019_Human	Measles	3/138	9.977841e-01	9.999950e-01	0	0	2.847164e-01	6.316160e-04	MAPK10;BCL2;HSPA1A
KEGG_2019_Human	Chemical carcinogenesis	1/82	9.978525e-01	9.999950e-01	0	0	1.584191e-01	3.405675e-04	CHRNA7
KEGG_2019_Human	Peroxisome	1/83	9.980077e-01	9.999950e-01	0	0	1.564787e-01	3.120667e-04	PEX5L
KEGG_2019_Human	Non-alcoholic fatty liver disease (NAFLD)	3/149	9.988839e-01	9.999950e-01	0	0	2.631080e-01	2.938224e-04	MAPK10;PRKAG2;MAP3K5
KEGG_2019_Human	Rheumatoid arthritis	1/91	9.989063e-01	9.999950e-01	0	0	1.425077e-01	1.559474e-04	ANGPT1
KEGG_2019_Human	Lysosome	2/123	9.989530e-01	9.999950e-01	0	0	2.117862e-01	2.218635e-04	LAMP2;AP1S2
KEGG_2019_Human	Drug metabolism	1/108	9.996930e-01	9.999950e-01	0	0	1.197560e-01	3.676589e-05	DPYD
KEGG_2019_Human	Cytokine-cytokine receptor interaction	7/294	9.999310e-01	9.999950e-01	0	0	3.107800e-01	2.145633e-05	GHR;CX3CR1;CSF1R;ACVR1C;BMPR1B;CXCL14;TGFBR2
KEGG_2019_Human	Spliceosome	1/134	9.999538e-01	9.999950e-01	0	0	9.620927e-02	4.444536e-06	HSPA1A
KEGG_2019_Human	Olfactory transduction	11/444	9.999926e-01	9.999950e-01	0	0	3.220110e-01	2.392517e-06	CAMK2D;GNAL;PDE1C;PDE1A;CAMK2A;OR51E2;PRKG2;CAMK2G;SLC8A1;PRKG1;NCALD
KEGG_2019_Human	Herpes simplex virus 1 infection	7/492	9.999950e-01	9.999950e-01	0	0	1.819120e-01	9.047317e-07	CD74;SP100;SYK;BCL2;HLA-B;B2M;HLA-E
